Clave,Descripción,Línea,Pub,MM,Cj,min
195181,COBERTURA HIELATO BOTE C/12 KG,MATCH,88.00,88.00,84.00,79.00
19761,COCO horneado rayado C/10KG,FRUSE,170.00,170.00,160.00,155.00
19765,COCO RAYADO 500/24 PREMIER,FRUSE,52.00,52.00,48.00,48.00
19760,COCO RAYADO C/10,FRUSE,120.00,120.00,105.00,105.00
19861,COCOA ALCALINA 1 KG c/7 kg  TURIN,MATCH,450.00,450.00,440.00,425.00
19862,COCOA GRANEL PRIMERA 25KG,MATCH,180.00,150.00,135.00,125.00
19800,COCOA HERSHEY BULTO C/5 KILOS C/2,MATCH,925.00,925.00,925.00,925.00
19780,COCOA HERSHEY C/25KG  KILO,MATCH,280.00,280.00,240.00,220.00
19880,COCOA POLVO EXTRA BRUT C/6,MATCH,465.00,465.00,455.00,455.00
19840,COCOA TURIN BULTO C/5 KILOS C/2,MATCH,"1,228.97","1,228.97","1,228.97","1,197.73"
19860,COCOA TURIN PAQ 1 KILO C/6 PQ,MATCH,360.00,360.00,345.00,335.01
19905,COCTEL DE FRUTAS CORINA C/12/820,ABACO,61.00,61.00,59.00,59.00
19900,COCTEL DE FRUTAS DON AGUSTIN C/12/820,ABACO,54.00,54.00,49.00,48.50
199251,COFFE MATE BULTO 22.5 KG,FOOD,"2,250.00","2,250.00","2,210.00","2,210.00"
19920,COFFEE MATE C/6/200 SUSTITUTO CRE NESTLE,NESTL,165.00,165.00,155.00,145.00
19923,COFFEE MATE CREMA NESTLE C/6/1.2 kg,NESTL,152.00,152.00,146.00,146.00
19924,COFFEE MATE LITE PORCION 6/200 NESTLE,NESTL,118.00,118.00,114.00,114.00
19960,COFIA PLIZADA BCA C/10/100,HIGIE,85.00,85.00,75.01,75.01
20050,COLAGENO GELITA C/22/500 GRS,GRENE,445.00,445.00,425.00,415.00
20020,COLAGENO NATURAL DUCHE C/12/350,GRENE,185.00,185.00,178.00,175.00
20825,COLOR GEL AZUL ROYAL 1oz  CH7306,ALEGR,30.00,29.58,25.64,22.68
20826,COLOR GEL NARANJA 1oz CH7338,ALEGR,30.00,27.84,24.13,21.34
20828,COLOR GEL ROJO BORBOÑA 1oz CH7354,ALEGR,42.00,40.89,35.44,31.35
20821,COLOR GEL VERDE HOJA  1 OZ  CH7330,ALEGR,32.00,29.58,25.64,22.68
20830,COLOR GEL VIOLETA 1oz CH7386,ALEGR,40.00,38.28,33.18,29.35
20661,COLORCHEF AMARILLO HUEVO 60ML C/12pz,MATPR,52.00,52.00,48.00,48.00
20840,COMINO MOLIDO ORGANIC C/200 GRS,SPECI,60.00,60.00,55.00,52.00
40842,COMINO MOLIDO TONES C/454 GRS,SPECI,185.00,185.00,185.00,185.00
226002,CONCHA 1414 CAM SELL C/500,DOMOO,900.00,900.00,880.00,880.00
22665,CONCHA 2018-43 (C200) INIX C/250PZ,DOMOO,8 .00,6 .65,6 .37,6 .15
23245,CONCHA 2212-22 INIX C/250,DOMOO,6 .99,5 .20,5 .20,4 .80
22941,CONCHA 9X9X6 (090942) C/250 INIX,DOMOO,2 .51,1 .75,1 .75,1 .65
22700,CONCHA C 2315 A  24X16X7 C/250 pz,DOMOO,8 .00,6 .40,5 .41,5 .30
22580,CONCHA C100 C1010B  13X11X4.7 pz cj/600,DOMOO,3 .50,2 .60,2 .35,2 .35
22880,CONCHA C1010 CRISTAL C100 C/600 PZ,DOMOO,3 .50,2 .64,2 .30,2 .30
22600,CONCHA C120 C1212  12X11.5X7 pz cj c/500,DOMOO,3 .50,2 .70,2 .40,2 .40
22900,CONCHA C1212 CRISTAL C/500 C120 MX120,DOMOO,3 .50,2 .46,2 .10,2 .04
22620,CONCHA C1212S (C120S)  SAND C/500,DOMOO,3 .50,2 .85,2 .20,2 .15
22640,CONCHA C160  CRISTAL  (1613) C/500,DOMOO,3 .50,3 .00,2 .80,2 .70
22920,"CONCHA C1613 (C160, MX160) C/500",DOMOO,4 .50,3 .50,3 .29,3 .29
22660,CONCHA C200 C2017 20X17X6.6  W C/300,DOMOO,6 .00,5 .41,4 .80,4 .61
22680,CONCHA C218 C2323 21.8X21.8X8 C/200,DOMOO,10.00,8 .50,7 .40,7 .10
22740,CONCHA C3030A C2828 30X30X12 C/100,DOMOO,15.00,15.00,13.50,12.60
23100,CONCHA RP33 TRIANGULAR (MX4) INIX C/250,DOMOO,5 .00,3 .50,2 .96,2 .96
229601,CONCHA TRIANGU FST1709 /250 SANDWI INIX,DESIN,5 .00,5 .00,3 .90,3 .80
34352,CONDENSADA CORINA 375 GR C/48 PZ,ABARR,25.00,25.00,24.20,24.20
23271,CONDIMENTO CAJUN PRAGNA C/690 GRS,SPECI,289.90,289.90,257.69,246.95
23265,CONDIMIX POLLO KNORR C/6/3.6KG,FOOD,365.00,365.00,365.00,365.00
23320,CONFICHIPS OBSCURO TURIN C/2/7 KG,MATCH,260.00,240.00,240.00,240.00
23540,CONFITIERS AMARGO 70% TURIN C/2/6 KG,MATCH,339.99,339.99,310.00,310.00
23680,CONFITIERS BLANCO TURIN C/16,MATCH,310.00,310.00,295.00,295.00
23620,CONFITIERS LECHE TURIN C/16 KG,MATCH,240.00,240.00,215.00,215.00
23640,CONFITIERS SEMIAMARGO TURIN C/16,MATCH,260.00,260.00,250.00,250.00
23700,CONO 104 C20/250 PRIMO,DESEC,55.00,55.00,52.00,52.00
23740,CONO 106 C/20/250 PRIMO C,DESEC,72.00,72.00,64.00,64.00
23266,CONSOME DE RES KNORR DE 6/1.6 KG,FOOD,435.00,435.00,435.00,435.00
23267,CONSOME KNORR SUIZA C/12/800gr,FOOD,125.00,125.00,118.59,115.58
23260,CONSOME PRAGNA GRANEL  KILO,MATPR,38.48,38.48,34.20,32.78
23901,CONTENEDOR 7X7 BIO DIV REYMA C/2/100,DETER,271.70,271.70,240.35,234.08
23921,CONTENEDOR 7X7 BIO LISO REYMA C/2/100,DETER,271.70,271.70,240.35,234.08
24153,CONTENEDOR 7X7 DIV BIOPLAST 2/100 PZ,DETER,165.00,165.00,136.50,126.00
23900,CONTENEDOR 7X7 DIV REYMA C/2/100,DETER,224.89,224.89,198.94,193.75
24154,CONTENEDOR 7X7 LISO BIOPLAST 2/100 PZ,DETER,165.00,165.00,136.50,126.00
23920,CONTENEDOR 7X7 LISO REYMA C/2/100,DETER,224.89,224.89,198.94,193.75
23961,CONTENEDOR 8X8 BIO DIV REYMA C/2/100,DETER,330.21,330.21,292.11,284.49
23999,CONTENEDOR 8X8 BIO LISO REYMA C/2/100,DETER,330.21,330.21,292.11,284.49
24162,CONTENEDOR 8X8 DIV BIOPLAST 2/100 PZ,DETER,185.00,185.00,156.00,144.00
22892,CONTENEDOR 8X8 DIV FIBR 4/50 INIX,BIODE,240.00,240.00,220.01,220.01
23960,CONTENEDOR 8X8 DIV REYMA C/2/100,DETER,273.20,273.20,241.69,235.38
24157,CONTENEDOR 8X8 LISO BIOPLAST 2/100 PZ,DETER,185.00,185.00,156.00,144.00
22890,CONTENEDOR 8X8 LISO FIBRA 4/50PZ INIX,BIODE,240.00,240.00,220.01,220.01
24000,CONTENEDOR 8X8 LISO REYMA C/2/100,DETER,273.66,273.66,242.08,235.77
23955,CONTENEDOR 965 C/2/100 REYMA,DETER,197.10,197.10,167.90,163.51
24041,CONTENEDOR 9X9 BIO DIV REYMA C/2/100,DETER,356.20,356.20,315.10,306.89
24081,CONTENEDOR 9X9 BIO LISO REYMA C/2/100,DETER,356.20,356.20,315.10,306.89
24155,CONTENEDOR 9X9 DIV BIOPLAST 2/100 PZ,DETER,214.99,214.99,172.25,159.00
22896,CONTENEDOR 9X9 DIV FIBRA C/4/50 INIX,BIODE,250.00,250.00,225.01,225.01
24040,CONTENEDOR 9X9 DIV REYMA C/2/100,DETER,295.10,295.10,261.05,254.24
24156,CONTENEDOR 9X9 LISO BIOPLAST 2/100 PZ,DETER,214.99,214.99,172.25,159.00
22894,CONTENEDOR 9X9 LISO FIBRA 4/50 INIX,BIODE,250.00,250.00,225.01,225.01
24080,CONTENEDOR 9X9 LISO REYMA C/2/100,DETER,295.10,295.10,261.05,254.24
24152,CONTENEDOR CM40 C/ 200 PZ BIOPLAST,DETER,173.66,173.66,161.25,148.85
24821,CONTENEDOR HERMETICO CPP20-3  INIX C/100,DESIN,245.00,245.00,245.00,245.00
24822,CONTENEDOR HERMETICO CPP30-3  INIX C/100,DESIN,245.00,245.00,245.00,245.00
23950,CONTENEDOR HOAGIE BAGUET REYMA  C/2/100,DETER,187.65,187.65,165.00,161.00
24100,CONTENEDOR HOT DOG  REYMA C/4/125,DETER,122.19,122.19,108.09,105.27
26642,CONTENEDOR PALOMITAS chico BLANCO 20/50,PAPEL,92.08,92.08,78.93,75.64
24121,COPLE GRANDE  PZ DC-3,ALEGR,30.00,30.00,25.00,25.00
24122,COPLE MEDIANO PZ DC-2,ALEGR,30.00,30.00,25.00,25.00
28499,CORAZON DE ALCACHOFA 2.5kg SAN MIGUEL,ABARR,365.00,365.00,345.00,345.00
28500,CORAZON DEL ALCACHOFA 420 GR SAN MI C/12,ABARR,64.00,64.00,58.00,58.00
24140,CORAZON PERFUMADO kg cj c/20 kg,DULCE,100.00,100.00,82.00,78.00
28501,CORAZONES DEL ALCACHOFAS 1.360 KG,ABARR,188.00,188.00,182.00,182.00
24160,CORTADOR ARDILLA INOX 4-2426,ALEGR,16.70,16.70,13.05,12.01
24180,CORTADOR BORREGUITO INOX 4-2425,ALEGR,16.70,16.70,13.05,12.01
24200,CORTADOR CISNE 4-1576,ALEGR,31.32,31.32,26.10,24.43
24220,CORTADOR CONEJO INOX 4-2846,ALEGR,74.24,74.24,58.00,53.36
24260,CORTADOR CUBO 4-0400,ALEGR,22.27,22.27,17.40,16.01
24280,CORTADOR CUPCAKE INOX 4-2856,ALEGR,37.12,37.12,29.00,26.68
245201,CORTADOR DE PIZZA   40901,ALEGR,25.00,23.49,20.36,18.01
24300,CORTADOR EFEFANTE INOX 4-2427,ALEGR,23.49,23.49,19.58,18.33
24221,CORTADOR ESTRELLA 5-5234,ALEGR,21.00,21.00,19.00,16.50
24519,CORTADOR ESTRELLA C/ 6PZ 4-2142,ALEGR,108.00,105.00,95.00,95.00
24600,CORTADOR ESTRELLA SET C/5 4-1130,ALEGR,68.67,68.67,53.65,49.36
24360,CORTADOR FLOR INOX 9X9 4-2838,ALEGR,16.70,16.70,13.05,12.01
6023,CORTADOR GALLETAS 5654,ALEGR,29.42,29.42,22.06,22.01
6022,CORTADOR GALLETAS AZ 5653,ALEGR,65.70,65.70,52.50,48.50
24517,CORTADOR KIT UNICORNIO  TOL 0947,ALEGR,35.00,31.32,27.14,24.01
24521,CORTADOR NIÑOS ARBOL 4-1991,ALEGR,75.01,75.01,62.00,58.00
24470,CORTADOR PECES 5 PZ 5-5329,ALEGR,49.00,49.00,45.00,40.40
24480,CORTADOR PERRITO 9X7 4-2840,ALEGR,16.70,16.70,13.05,12.01
24520,CORTADOR PIZZA 5-5003,ALEGR,37.12,37.12,29.00,26.68
24524,CORTADOR PIZZA PLASTICO 5-5171,ALEGR,52.00,52.00,44.00,39.50
25560,CPP 1914-32N BASE Y DOMO INIX C/250PZ,DOMOO,9 .00,7 .33,6 .66,6 .32
19971,CREMA COCO 2 lt/6pz CALAHUA,ABAJU,152.00,152.00,144.00,144.00
16960,CREMA COCO C/12 litro CALAHUA,ABAJU,78.00,78.00,72.00,72.00
16962,CREMA COCO LATA 24/480 GR CALAHUA,ABAJU,36.00,36.00,34.00,34.00
19951,CREMA DE CACAHUATE ALADINO 340 GR,ABARR,66.00,66.00,62.00,62.00
19953,CREMA DE CACAHUATE SKIPPY 462grs,FOOD,105.00,105.00,95.00,95.00
19952,CREMA DE CACAHUATE SKIPPY C/1.13 KG,FOOD,185.00,185.00,182.00,182.00
24610,CREMA P/BATIR 1 LT NESTLE C/12,NESTL,74.00,74.00,74.00,74.00
24640,CREMOR TARTARO kilo,MATPR,300.00,250.00,240.00,240.00
32790,CREPERA BLANCA chica C/20/50pz CARTON,CARTO,88.00,88.00,84.00,80.50
32792,CREPERA BLANCA DE CARTON grande C/20/50,CARTO,93.99,93.99,88.00,88.00
32793,CREPERA COLORES DE CARTON grande c/20/50,CARTO,102.00,102.00,93.99,93.99
32791,CREPERA ROJA DE CARTON chica C/50,CARTO,82.00,82.00,79.00,76.00
389524,CRISTALES LAVA PRAGNA 450grs,SPECI,71.00,71.00,71.00,71.00
24706,CUBRE BOCA negro PLIZADO C/40/50 PZ,HIGIE,50.00,50.00,45.00,45.00
24900,CUCHARA EXTRA LARGA C/10/100,DESCU,115.00,115.00,115.00,115.00
26167,CUCHARA MADERA C/50paq/20pz INIX,DESCU,16.00,16.00,14.20,14.20
24840,CUCHARA MEDIANA 40/25 SONIC,DESCU,11.00,11.00,10.50,10.50
24820,CUCHARA MEDIANA BIODE INIX C/10/100,DESCU,68.00,67.00,67.00,67.00
24860,CUCHARA MEDIANA NEGRO INIX C/40/25,DESCU,10.00,10.00,8 .50,8 .50
24940,CUCHARA MEDIANA WOW C/40/25,DESCU,11.00,11.00,10.50,10.50
6024,CUCHARA MEDIDORA AZ2602,ALEGR,38.23,38.23,28.68,27.00
24961,CUCHARA MEDINA TOKIO C/10,DESCU,78.00,78.00,72.00,72.00
24981,CUCHARA NEVERA CLASSY 6/500 PZ,DESCU,58.50,58.50,58.50,58.50
25000,CUCHARA NEVERA GRANEL KILO,DESCU,78.00,78.00,72.00,72.00
24980,CUCHARA NEVERA PLASTIKIN C/6/500,DESCU,69.00,69.00,64.00,64.00
25020,CUCHARA NEVERA W BCA C/6/500,DESCU,66.00,66.00,62.00,62.00
25080,CUCHARA NOVA II C/60/50,DESCU,13.00,13.00,9 .80,9 .30
26166,CUCHARA P/HELADO GRIS 04-1006 G,ALEGR,175.00,175.00,165.00,133.50
24920,CUCHARA PASTELERA TOKIO C/10 GRANEL,DESCU,78.00,78.00,72.00,72.00
25120,CUCHARA SOPERA  W C/40/25,DESCU,15.00,15.00,9 .09,8 .80
24861,CUCHARA SOPERA BIOKING C/40pq/25pz,DESCU,16.00,16.00,13.50,12.79
24960,CUCHARA SOPERA GRANEL TOKIO C/10,DESCU,78.00,78.00,72.00,72.00
45657,CUCHARONES MED C/4 PZ 3-0071,ALEGR,59.00,59.00,53.00,49.00
45658,CUCHARONES MED JGO 3 PZ 5-5008,ALEGR,38.00,38.00,34.00,29.00
25191,CUCHILLO MADERA C/50pq/20pz INIX,DESCU,16.00,16.00,14.20,14.20
25185,CUCHILLO MEDIANO NEGRO INIX C40/25,DESCU,9 .00,9 .00,7 .51,7 .20
25205,CUCHILLO SOPERO FORIBA plastikin C/40/25,DESCU,16.00,16.00,15.00,15.00
25180,CUCHILLO SOPERO NEGRO SONIC C/40/25,DESCU,15.00,15.00,12.10,11.50
25200,CUCHILLO SOPERO WOW C/40/25,DESCU,15.00,15.00,10.50,10.30
28502,CUITLACHOCHE LATA 12/420 SAN MIGUEL,ABARR,54.00,54.00,48.00,48.00
26170,CURCUMA POLVO ORGANIC C/200 GR,SPECI,55.00,50.00,40.00,40.00
25192,CURRY DULCE 150gr ORGANIC,SPECI,90.00,90.00,82.00,82.00
25219,CURRY EN POLVO AMARILLO 454 GRS,FOOD,335.00,335.00,335.00,335.00
25220,DATIL MEDJOOL C/5KG,FRUSE,200.00,200.00,180.00,180.00
25441,DB8 GELATINA C/50 PZ,DOMOO,15.00,12.16,10.35,10.08
25297,DEMIGLAS SALSA KNORR C/1.2,FOOD,298.00,298.00,292.00,292.00
25293,DESINFECTANTE DE VERDURAS ECODYN C/20,FOOD,145.00,145.00,132.00,132.00
36706,DOMO ALTO PARA MOLDE AL3020 C/100 PZ,MOAIN,6 .99,6 .99,5 .50,5 .20
25520,DOMO BPDP-100 POLLO MED INIX C/100pz,DOMOO,11.24,10.37,9 .94,9 .51
25310,DOMO C95 INIX C/100pz,DOMOO,21.00,19.00,15.50,15.50
25477,DOMO CPP3320 2 DIV INIX C/150,DESIN,6 .00,5 .50,4 .80,4 .80
25478,DOMO CPP3320 LISO INIX C/150,DESIN,5 .10,5 .10,5 .10,5 .10
23140,DOMO DB04 C/200,DOMOO,6 .00,4 .08,3 .48,3 .39
25280,DOMO DB10A C/50,DOMOO,19.00,14.58,13.90,13.70
25340,DOMO DB12A  ALTO GD 37X11.5 jg  cj c/50,DOMOO,26.00,21.36,18.20,17.72
25400,DOMO DB4212 BARRA GD 45X14X11 jg cj/100,DOMOO,24.00,21.00,16.50,16.50
25420,DOMO DB6A ALTO c/100,DOMOO,9 .00,6 .50,5 .20,5 .10
25440,DOMO DB8A ALTO C/50,DOMOO,13.00,9 .85,8 .80,8 .80
25460,DOMO DB9A C/50 (MX95),DOMOO,17.01,13.56,12.20,12.20
25486,DOMO NEG CP2517-33 INIX C/250 PZ,DOMOO,7 .25,6 .95,6 .95,6 .65
25482,DOMO NEG CPPN2319 3 DIV INIX C/100,DOMOO,11.99,9 .58,8 .70,8 .26
25480,DOMO NEG CPPN2319-43N LISA INIX C/100,DOMOO,11.99,9 .58,8 .70,8 .70
25479,DOMO NEGRA FHJ1613-23 INIX C/250pz,DOMOO,5 .00,4 .20,3 .40,3 .35
25625,DOMO P/MOLDE 512 (AD-512) INIX C/280,MOAIN,2 .51,2 .51,1 .90,1 .90
25521,DOMO PSCHS CONTENE  POLLO CHI INIX C/100,DOMOO,11.99,11.00,9 .89,9 .89
11191,DOMO Y BASE NEG 1070 PACTIV C/90 PZ,DOMOO,675.00,675.00,655.01,655.01
25240,DOMO Y BASE NEG 17X6 FH17N INIX C/150PZ,DOMOO,8 .00,6 .99,6 .50,6 .19
34032,DULCE DE LECHE 325gr/18 NESTLE SQUIZ,NESTL,29.50,29.50,29.50,29.50
34030,DULCE DE LECHE 370/24 NESTLE,NESTL,33.00,33.00,31.90,31.20
34031,DULCE DE LECHE 4.5kg/4 MANJAR NESTLE,NESTL,455.00,455.00,445.00,440.00
25641,DULCE DE LECHE HORNEABLE 5KG OMBU,DULCE,495.00,495.00,495.00,495.00
25640,DULCE MICROS C/12,DULCE,140.00,140.00,125.00,118.00
25639,DULCE SURTIDO D ROSA C/18,DULCE,73.44,73.44,73.44,73.44
25681,DURAZNO CUBO ASTRA MONTE MAXIMA C/6/3KG,ABACO,190.00,190.00,185.00,175.00
25660,DURAZNO CUBO DON AGUSTIN 3 KG c/6 pz,ABACO,190.00,190.00,185.00,175.00
25800,DURAZNO MITAD DON AGUSTIN C/12/820,ABACO,47.00,47.00,44.50,43.50
25760,DURAZNO MITADES DON AGUSTIN C/6/3 KG,ABACO,185.00,185.00,180.00,180.00
25700,DURAZNO MITADES MONTE PRATE C/6/3 KG,ABACO,135.00,135.00,128.00,128.00
25820,DURAZNO SELECTION PASIEGA COSTE 820,ABACO,49.00,49.00,44.00,43.00
26289,DUYA 829 INOX,ALEGR,35.00,35.00,28.00,26.00
25920,DUYA CH INOX CONCHA DA47,ALEGR,22.01,22.01,18.00,10.67
25940,DUYA CH INOX CONCHA DA48,ALEGR,22.01,22.01,18.00,11.00
25960,DUYA CH INOX ESTRELLA DA13,ALEGR,22.01,22.01,18.00,11.00
25980,DUYA CH INOX ESTRELLA DA14,ALEGR,22.01,22.01,18.00,10.67
26000,DUYA CH INOX ESTRELLA DA16,ALEGR,22.01,22.01,18.00,13.00
26020,DUYA CH INOX ESTRELLA DA18,ALEGR,22.01,22.01,18.00,11.00
26080,DUYA CH INOX HOJA DA66,ALEGR,22.01,22.01,18.00,11.00
26100,DUYA CH INOX HOJA DA68,ALEGR,22.01,22.01,18.00,12.01
26065,DUYA CH INOX PASTO 133,ALEGR,30.00,30.00,22.01,22.01
26140,DUYA CH INOX PERLA DA10,ALEGR,22.01,22.01,18.00,13.00
26160,DUYA CH INOX PERLA DA12,ALEGR,22.01,22.01,18.00,11.00
26180,DUYA CH INOX PETALO DA104,ALEGR,22.01,22.01,18.00,11.00
26240,DUYA CH INOX PUNTO DA4,ALEGR,22.01,22.01,18.00,11.00
26285,DUYA GDE 827 INOX DA827,ALEGR,35.00,35.00,29.50,29.50
26280,DUYA MED INOX PETALO DA127,ALEGR,28.00,28.00,24.00,19.00
33697,DUYAS CON MANGA 9 PZ 4-1716,ALEGR,44.00,44.00,38.00,34.80
26073,DUYAS RUSAS JGO  AZ5951 TOL00012,ALEGR,73.31,73.31,54.98,50.40
32264,ELOTITO TIERNO 220GR SAN MIGUEL,FOOD,44.00,44.00,41.00,41.00
26315,EMPANIZADOR  8 KG KILO,ABARR,76.00,76.00,68.00,68.00
26314,ENCENDEDOR,ALEGR,50.00,50.00,50.00,50.00
38528,ENCERADO CUADROS 30X30 NEGRO C/100,PAPEL,40.00,40.00,28.00,26.00
38526,ENCERADO CUADROS 30X30 ROJO C/100,PAPEL,40.00,40.00,28.00,26.00
32265,ENSALADA VERDURAS 24/400 MONTE,ABARR,19.50,18.25,18.25,16.15
11208,ENSALADERA 24  INIX FH7-24 C/4/50,DESIN,198.97,198.97,176.02,171.42
11209,ENSALADERA 32 INIX FH7-32 C/4/50,DESIN,217.94,217.94,192.80,187.77
11210,ENSALADERA 48 INIX FH7-48 C/4/50,DESIN,307.61,307.61,272.11,265.01
11211,ENSALADERA 64 FH7 INIX C/4/50,DESIN,292.61,292.61,258.85,252.10
26460,ENVASE 1 LT REYMA C/20/25,DESRY,69.26,69.26,63.94,59.67
26440,ENVASE 1/2 LT REYMA C/20/25,DESRY,51.23,51.23,47.28,44.14
26430,ENVASE 1/4 REYMA C/20/25,DESRY,41.08,41.08,37.92,35.39
26320,ENVASE 16 INIX 16PP C/20/25,DESIN,44.00,44.00,39.00,37.00
26604,ENVASE 16 ONZ 20/50 BIOCUP PAPEL,PAPEL,130.21,125.38,113.81,110.92
26500,ENVASE 16MJ32 TERMICO C/20/25 DART,DESDA,27.96,27.96,25.38,24.09
264807,ENVASE 16oz 20/25 DPC16 INIX,DESEC,75.01,75.01,64.00,64.00
26330,ENVASE 32 INIX 32PP C/20/25,DESIN,58.00,58.00,54.50,52.90
26341,ENVASE 32 OZ 20/25 PZ BIOPLAST,DESEC,48.30,48.30,44.85,41.40
26520,ENVASE 32J32 TERMICO DART C/20/15,DESDA,25.00,25.00,22.50,21.80
26601,ENVASE 4 20/50 PAPEL CPH04-75 INIX,DESIN,64.99,64.99,56.00,53.00
26602,ENVASE 6 ONZ 20/50 BIOCUP PAPEL,PAPEL,84.00,84.00,78.00,76.00
26560,ENVASE 6SJ12 TERMICO DART C/20/50,DESDA,38.00,38.00,34.50,32.50
26340,ENVASE 8 INIX 8 PPC/20/25,DESIN,44.00,44.00,40.99,39.00
26603,ENVASE 8 ONZ 20/50 BIOCUP PAPEL,PAPEL,84.00,84.00,76.00,72.00
264805,ENVASE 8oz 20/50 CPH08-95 INIX,DESEC,95.00,95.00,89.00,89.00
44631,ENVASE BOWL KRAFT 1/2 25 PZ C/20 PAQ,DESEC,105.00,105.00,95.00,95.00
44629,ENVASE BOWL KRAFT 1/4 25 PZ C/20 PQ,DESEC,80.01,80.01,75.01,72.00
64431,ENVASE BOWL KRAFT 750ml 25 PZ C/24pq EKB,DESEC,120.00,120.00,106.00,98.99
44627,ENVASE BOWL KRAFT litro C/24 pq/25pz,DESEC,120.00,120.00,118.00,118.00
26475,ENVASE CARTON PHOEMIX 4 OZ C/25/40,DESEC,49.00,49.00,46.50,44.50
446271,ENVASE KRAFT 1lt alto C/20/25pz,DESEC,125.00,125.00,115.00,115.00
44626,ENVASE KRAFT 500 alto 20/25 PAQ,DESEC,115.00,115.00,110.00,110.00
44625,ENVASE KRAFT ALTO 250 ML C/20 PAQ,DESEC,69.99,69.99,64.99,64.99
26600,ENVASE TERMICO 8SJ20 C/40/25 DART,DESDA,21.00,21.00,17.90,17.90
26640,ENVASE V32 PALOMITAS SOLO C/10/50,DESDA,245.00,245.00,235.00,235.00
35504,ESCARCHADOR MICH SABORES 1.1  C/12,SALSA,74.00,74.00,68.00,68.00
35503,ESCARCHADOR MICHE NEON 1.1 LT C/12,SALSA,92.00,92.00,88.00,84.00
27060,ESENCIA DURAZNO 500 ML,BAJA,115.54,109.07,103.52,98.90
28020,ESENCIA ROMPOPE 500 ML,BAJA,134.03,126.52,125.00,119.00
6008,ESFERA GRANDE COMPLETA SILICON,ALEGR,128.06,128.06,96.05,90.00
23300,ESPARRAGOS BLANCO 530 GR SAN MIGUEL C/12,ABARR,104.00,104.00,98.00,98.00
28380,ESPATULA 24CM 4-2910,ALEGR,34.00,34.00,32.00,29.50
28360,ESPATULA 35CM RECTA 1310 PSD-14,ALEGR,228.29,228.29,178.35,164.08
28418,ESPATULA JGO MANGO COLORES 4-1917,ALEGR,98.00,98.00,96.00,88.00
28400,ESPATULA PLAST 41CM BCO 4-1647,ALEGR,46.40,46.40,36.25,33.35
28370,ESPATULA RECTA INOX 33CM 7-0016,ALEGR,88.00,88.00,81.00,76.00
6037,ESPATULA REPOSTERA 5005,ALEGR,60.66,60.66,50.55,46.50
28402,ESPATULA SILIC ROJO 35CM TOL00996 2911,ALEGR,85.00,83.52,72.38,64.03
28403,ESPATULA SILIC ROJO 40CM TOL000997,ALEGR,105.00,105.00,100.00,95.00
28420,ESPATULAS JGO. 2PZ 3-0172,ALEGR,22.27,22.27,17.40,14.50
28440,FAJILLA DE CARTON chica 5X25 C/10/100,DESEC,48.00,48.00,46.01,46.01
28441,FAJILLA DE CARTON grande 6X26 C/10/100,PAPEL,52.00,52.00,52.90,52.00
28444,FIDEO DE ARROZ HARVEST 454grs AMARILLO,ORIEN,60.00,60.00,54.00,52.00
28446,FIDEO FRIJOL MALLA ROSA C/50/300,ORIEN,45.00,45.00,41.00,41.00
28445,FILTRO PARA CAFETERA,MATPR,89.00,89.00,79.00,79.00
28460,FLAN 1 KG C/10,GELAT,62.00,62.00,58.00,58.00
28480,FLAN 140 C/50,GELAT,10.00,10.00,9 .20,9 .20
28607,FRIJOL FLOR DE MAYO kg,ABARR,58.00,58.00,58.00,58.00
286111,FRIJOL NEGRO KG,ABARR,45.00,45.00,45.00,45.00
10693,FRIJOL REFRITO BAYO 4/3 KG KNORR,ABARR,635.00,635.00,635.00,635.00
34725,FRUNAS BALL (SKITLES) C/10/1kg,DULCE,140.00,140.00,120.00,105.00
28620,FRUTA ENCHILADA,FRUSE,100.00,90.00,82.00,82.00
28640,FRUTA MIXTA DESHIDRATADA C/10,FRUSE,130.00,130.00,130.00,130.00
28660,FRUTA MIXTA PICADA,FRUSE,125.00,110.00,95.00,95.00
35506,FRUTI MICH CUBANA 1LT C/12,SALSA,71.00,71.00,68.00,68.00
35507,FRUTI MICH SABORES 1 LT C/12,SALSA,68.00,68.00,63.00,61.00
36630,G,MATPR,135.00,135.00,125.00,125.00
28736,GALLETA FORTUNA C/350PZ,ORIEN,780.00,780.00,780.00,780.00
28683,GALLETA GRANEL KILO,ABARR,80.00,80.00,78.00,78.00
28735,GALLETA MARIAS MODERNA C/20/170,ABARR,168.00,168.00,162.00,158.00
28731,GALLETA MARIAS MOLIDA KILO,ABARR,92.00,92.00,92.00,92.00
28730,GALLETA MARIAS PRIMA MAXIMA C/22/200,ABARR,220.00,220.00,215.00,215.00
28680,GALLETA OREO C/9 KG BASE,MATPR,130.00,130.00,115.00,115.00
28682,GALLETA OREO C/RELLENO KILO C/10.5,MATPR,135.00,135.00,125.00,118.00
28750,GALLETA SALADITAS C/200/12gr,ABARR,215.00,215.00,210.00,210.00
28740,GALLETA SURTIDO RICO c/13/436,DULCE,52.00,52.00,52.00,52.00
36210,GALLETA WAFER C/55 pz CHOCOLATE,DULCE,48.00,48.00,48.00,48.00
Z10092,GANSITO MARINELA 50 GR,ABARR,18.50,18.50,18.50,18.50
34660,GANSITOS MARINELA,DULCE,18.50,18.50,18.50,18.50
